,likes,replies,retweets,text,timestamp,user,time_date,date,time,hour,Sentiment,SentimentClass
32,1,0,1,So we are not talking about that plate he got for free?  #DatemyfamilyZambia,2019-01-24 21:17:02,Tandykwashe,2019-01-24 21:17:02,2019-01-24,21:17:02,21,0.4,Positive
33,4,0,1,"Him: Can I call you after this??
Her: I'll think about it....... 
#DatemyfamilyZambia pic.twitter.com/K358GS5FAZ",2019-01-24 21:13:24,Syn____,2019-01-24 21:13:24,2019-01-24,21:13:24,21,0.0,Neutral
34,4,0,0,"Can't believe the guy carried a whole plate of food with him
#datemyfamilyzambia",2019-01-24 21:13:11,mwangalamuyoba,2019-01-24 21:13:11,2019-01-24,21:13:11,21,0.2,Positive
35,3,1,0,"Date my family Zambia, poor Funti picked the wrong girl. It's fine not to like someone but there is really no need for the open hostility  #ZambeziMagic #datemyfamilyzambia",2019-01-24 21:08:56,Idylic_Lonsome,2019-01-24 21:08:56,2019-01-24,21:08:56,21,-0.11666666666666667,Negative
36,1,0,0,Am done with this show!! What is he saying on this final date lmfao  #DatemyfamilyZambia  am done,2019-01-24 21:08:44,Syn____,2019-01-24 21:08:44,2019-01-24,21:08:44,21,0.0,Neutral
37,1,0,0,"Also, them subtitles be saying things that these guys aren't lol #DatemyfamilyZambia  kuti na ya =/ I would like to see what he's about??? How lol",2019-01-24 21:03:07,Syn____,2019-01-24 21:03:07,2019-01-24,21:03:07,21,0.2833333333333334,Positive
38,0,1,0,#DateMyFamilyZambia >>>>>>>>,2019-01-24 21:02:30,Del_Hunt,2019-01-24 21:02:30,2019-01-24,21:02:30,21,0.0,Neutral
39,1,0,0,Dude done changed his profession after hearing that English lol #DatemyfamilyZambia also... Those weird   hugs.... He would rather get them all.. Where do they find these guys lol   ,2019-01-24 21:00:49,Syn____,2019-01-24 21:00:49,2019-01-24,21:00:49,21,0.275,Positive
40,1,3,0,Natalie is elegantly dressed but she seems a bit to rigid mwe . Maybe it's just that she doesn't like the dude to begin with #datemyfamilyzambia,2019-01-24 20:58:40,JohnTembo1982,2019-01-24 20:58:40,2019-01-24,20:58:40,20,0.5,Positive
41,0,1,0,Ahhhhh that's racist maaaaaannn  #DatemyfamilyZambia pic.twitter.com/DjqVM3I7FN,2019-01-24 20:56:28,Syn____,2019-01-24 20:56:28,2019-01-24,20:56:28,20,0.0,Neutral
42,6,3,0,So I missed #DatemyfamilyZambia to watch #Lusakahustle  & Cleo's hair is a mess,2019-01-24 20:55:55,lmana_v,2019-01-24 20:55:55,2019-01-24,20:55:55,20,-0.175,Negative
43,3,1,1,Is #DateMyFamilyZambia for people looking for a real connection or for people who just want to appear on TV...the content can be trust sometimes! ,2019-01-24 20:54:39,NcubeLarry,2019-01-24 20:54:39,2019-01-24,20:54:39,20,0.25,Positive
44,0,0,0,“I look the age they wanna hang out with” #DatemyfamilyZambia,2019-01-24 20:53:24,american_sugah,2019-01-24 20:53:24,2019-01-24,20:53:24,20,0.0,Neutral
45,1,0,0,"""If you drink everything, it means you can do anyone""
#Kenquotes #DatemyfamilyZambia",2019-01-24 20:49:57,mr_garrit,2019-01-24 20:49:57,2019-01-24,20:49:57,20,0.0,Neutral
46,0,0,0,"Ok I've gone.

I'm going to sleep

I don't have Dstv

The #DatemyfamilyZambia tweets are filling up my timeline and it's very annoying

",2019-01-24 20:49:38,Kalindawalo_,2019-01-24 20:49:38,2019-01-24,20:49:38,20,-0.25,Negative
47,1,1,0,"Kennedy picked up the 28 years looking lady in a body of a 24years young lady 
Because of the house,not the information they gave him about her

#datemyfamilyZambia 

Nichi funti serious 
Chalifunta",2019-01-24 20:46:47,RMbachi,2019-01-24 20:46:47,2019-01-24,20:46:47,20,-0.11666666666666665,Negative
48,7,0,1,"Ladies you've heard, if you wear thongs same WhatsApp group with strippers..
#DatemyfamilyZambia",2019-01-24 20:44:55,MissMaggiChi,2019-01-24 20:44:55,2019-01-24,20:44:55,20,0.0,Neutral
49,6,2,0,"Nothing, we've been told that you're long somewhere
#datemyfamilyzambia ",2019-01-24 20:42:58,maymphande,2019-01-24 20:42:58,2019-01-24,20:42:58,20,-0.05,Negative
50,3,0,2,@zambezimagictv #DatemyfamilyZambia you guys owe Mary a date... Not having it untill Mary gets taken out,2019-01-24 20:42:28,The_troooper,2019-01-24 20:42:28,2019-01-24,20:42:28,20,0.0,Neutral
51,2,3,0,Sooo here I am watching #DatemyfamilyZambia again(don't know how this happened) and I am dying.... Ninshi height is a big issue??? I would never have known also this Kennedy is Kembo you guys    ,2019-01-24 20:41:36,Syn____,2019-01-24 20:41:36,2019-01-24,20:41:36,20,0.0,Neutral
52,2,0,0,Grey makeup.  #DatemyfamilyZambia,2019-01-24 20:40:25,TwaaHimululi,2019-01-24 20:40:25,2019-01-24,20:40:25,20,-0.05,Negative
53,1,0,0,"Mary's family were ready for the wedding even, they even bought a whole case of mineral water.
See your life funti..
#datemyfamilyZambia",2019-01-24 20:38:53,itzHenryYnwa,2019-01-24 20:38:53,2019-01-24,20:38:53,20,0.2,Positive
54,0,0,0,"Very entertaining episode,best so far this season in my opinion #DatemyfamilyZambia",2019-01-24 20:38:42,jumaniza,2019-01-24 20:38:42,2019-01-24,20:38:42,20,0.375,Positive
55,2,0,0,How many times I'm I gonna tell you I don't consider myself to be a short people #DateMyFamilyZambia,2019-01-24 20:36:03,goldwynz,2019-01-24 20:36:03,2019-01-24,20:36:03,20,0.25,Positive
56,1,0,0, best episode ever #DatemyfamilyZambia https://twitter.com/iistargirl/status/1088534039391358976 …,2019-01-24 20:35:21,mizz_cha_Fierce,2019-01-24 20:35:21,2019-01-24,20:35:21,20,1.0,Positive
57,3,2,0,"#DatemyfamilyZambia
From Funti K drama to watching the ""Bitchman"" Kuni on Lusaka Hustle..Epic Night",2019-01-24 20:35:10,Sipho_Arsenal,2019-01-24 20:35:10,2019-01-24,20:35:10,20,0.0,Neutral
58,7,0,0,"""CHIKULU MWAUME!! INONSHITA TAKWABA UKU SALA UMWAUME "" LADIES YOU'VE HEARD LOL #DatemyfamilyZambia",2019-01-24 20:34:55,lordwami,2019-01-24 20:34:55,2019-01-24,20:34:55,20,0.8,Positive
59,2,0,0,#datemyfamilyzambia is easily my favourite comedy show ,2019-01-24 20:34:36,KeziaKae,2019-01-24 20:34:36,2019-01-24,20:34:36,20,0.43333333333333335,Positive
60,22,1,5,Am I the only who thinks that we need a date my family Kopala version? #DatemyfamilyZambia,2019-01-24 20:34:35,Mr_Mwilwa,2019-01-24 20:34:35,2019-01-24,20:34:35,20,0.0,Neutral
61,0,0,0,What you just saw on TV was a “man” without the keypad. No threads. Short. What you should be expecting #DateMyFamilyZambia,2019-01-24 20:34:26,TobiasDaka,2019-01-24 20:34:26,2019-01-24,20:34:26,20,0.0,Neutral
62,3,0,0,"Instead of watching #zuba everyday why can't we watch #datemyfamilyZambia? More episodes like today..
It would be awesome if u think of it",2019-01-24 20:34:15,itzHenryYnwa,2019-01-24 20:34:15,2019-01-24,20:34:15,20,0.43333333333333335,Positive
63,9,0,0,"This is what happens when you pick the wrong woman. Mary was right there for the taking. 
The wedding would have probably taken place the next day and he wouldn't be single all his life. #DatemyfamilyZambia",2019-01-24 20:33:26,banda_santika,2019-01-24 20:33:26,2019-01-24,20:33:26,20,-0.07142857142857142,Negative
64,0,0,0,"Nkani ya height yavuta  
#datemyfamilyzambia",2019-01-24 20:32:58,AdventurousKay,2019-01-24 20:32:58,2019-01-24,20:32:58,20,0.0,Neutral
65,1,0,0,"They should have a second date cause the first was wasted on ""you're short"", "" I don't consider myself a short people "" etc #DatemyfamilyZambia",2019-01-24 20:32:24,inonge_kat,2019-01-24 20:32:24,2019-01-24,20:32:24,20,0.009999999999999998,Positive
66,2,1,0,#DatemyfamilyZambia is over and I'm not gonna watch Lusaka city hustle... pic.twitter.com/FPI1kmV0Oa,2019-01-24 20:32:04,ListaLove,2019-01-24 20:32:04,2019-01-24,20:32:04,20,0.0,Neutral
67,1,0,0,As tall people we have refuted his claims. Please try the dwarfs #DatemyfamilyZambia,2019-01-24 20:31:56,MomoYasa,2019-01-24 20:31:56,2019-01-24,20:31:56,20,0.0,Neutral
68,2,0,0,"Funti K is dropping gems. ""Short guys are long somewhere.""      #DatemyfamilyZambia",2019-01-24 20:31:42,Devil5Advoc8,2019-01-24 20:31:42,2019-01-24,20:31:42,20,-0.025,Negative
69,1,0,0,"Dead at  ""on the chest on the medium"" 
#datemyfamilyZambia",2019-01-24 20:31:42,Ms_Kaluba,2019-01-24 20:31:42,2019-01-24,20:31:42,20,-0.2,Negative
70,23,1,1,Today's episode was short lived. I feel like Mary would have been perfect for that date.  #datemyfamilyZambia,2019-01-24 20:31:17,Maa_rla,2019-01-24 20:31:17,2019-01-24,20:31:17,20,0.5,Positive
71,1,0,0,"Natakie must be on that ""bunch of bullshit is what this is"" #datemyfamilyzambia pic.twitter.com/U3t2BuLhkR",2019-01-24 20:31:02,abena_poj,2019-01-24 20:31:02,2019-01-24,20:31:02,20,0.0,Neutral
72,2,0,0,Kennedy needs help period. At his age behaving like that?????#DatemyfamilyZambia,2019-01-24 20:31:01,MubitaMuhau,2019-01-24 20:31:01,2019-01-24,20:31:01,20,0.0,Neutral
73,1,1,0,Natalie. Secure the bag  #DatemyfamilyZambia,2019-01-24 20:30:38,MomoYasa,2019-01-24 20:30:38,2019-01-24,20:30:38,20,0.4,Positive
74,7,1,1,Date My family Zambia episode 9 ...the second family is  #DatemyfamilyZambia,2019-01-24 20:30:33,mr_garrit,2019-01-24 20:30:33,2019-01-24,20:30:33,20,0.0,Neutral
75,5,0,1,funti should go plead with Mary behind the scenes.  humble yourself and go....  u know her house.  #datemyfamilyzambia,2019-01-24 20:30:18,LawThaSpyx,2019-01-24 20:30:18,2019-01-24,20:30:18,20,-0.30000000000000004,Negative
76,7,0,1,Mxxxm all that money is his pocket went back home with him. Silly girl. I am sure she is regretting Mr Funti #datemyfamilyZambia,2019-01-24 20:30:17,Lillyonjobvu,2019-01-24 20:30:17,2019-01-24,20:30:17,20,0.0,Neutral
77,3,2,0,"ba Funti balaimona ubunga muchumbu ey
#datemyfamilyZambia",2019-01-24 20:30:16,bana_nanikaneh,2019-01-24 20:30:16,2019-01-24,20:30:16,20,0.0,Neutral
78,2,0,1,Lol G string #datemyfamilyZambia,2019-01-24 20:30:05,KukengaP,2019-01-24 20:30:05,2019-01-24,20:30:05,20,0.8,Positive
79,0,0,0,I don't consider myself short people  #DatemyfamilyZambia,2019-01-24 20:29:56,Gideon_junior23,2019-01-24 20:29:56,2019-01-24,20:29:56,20,0.0,Neutral
80,0,0,0,"“Looks may be deceiving, there is a store below..” whhaat???  #DateMyFamilyZambia",2019-01-24 20:29:53,zizi_kay,2019-01-24 20:29:53,2019-01-24,20:29:53,20,0.0,Neutral
81,4,0,1,By far best episode #datemyfamilyZambia pic.twitter.com/bEyPcABeUW,2019-01-28 11:40:26,LukumoS,2019-01-28 11:40:26,2019-01-28,11:40:26,11,0.55,Positive
82,0,0,0,Ba zed where can I watch #datemyfamilyZambia ?,2019-01-28 10:59:34,joeyroachy,2019-01-28 10:59:34,2019-01-28,10:59:34,10,0.0,Neutral
83,2,0,0,"Always remember “If you drink Everything....it means you can DO anyone “
#Datemyfamilyzambia",2019-01-28 09:21:28,mubitayali,2019-01-28 09:21:28,2019-01-28,09:21:28,9,0.0,Neutral
84,1,0,0,Mary's family on #DateMyFamilyZambia is a bomb  issa real Zambian family,2019-01-28 09:08:29,moses_tnp,2019-01-28 09:08:29,2019-01-28,09:08:29,9,0.2,Positive
85,1,0,2,"Breaking News: Next On #DateMyFamily Follow @YinksOfficial Download His Single https://www.datafilehost.com/d/3d1e0ffd 
#DateMyFamily #DAVIDO #datemyfamilyZambia #DateMyFamily queen #DateMyFamilypic.twitter.com/yQBfFwtk6P",2019-01-28 05:18:40,YinksOfficial,2019-01-28 05:18:40,2019-01-28,05:18:40,5,-0.03571428571428571,Negative
86,1,0,0,Just catching up on #datemyfamilyZambia and awe.,2019-01-27 19:03:04,muliowakela,2019-01-27 19:03:04,2019-01-27,19:03:04,19,0.6,Positive
87,0,0,0,"Yoh bally. Everyone is a 'Funti'...what is a funti
#DatemyfamilyZambia",2019-01-27 17:43:47,bsmbale,2019-01-27 17:43:47,2019-01-27,17:43:47,17,0.0,Neutral
88,1,1,0,"Soooo photographer is code for media consultant, ok.
#DatemyfamilyZambia",2019-01-27 17:41:52,bsmbale,2019-01-27 17:41:52,2019-01-27,17:41:52,17,0.5,Positive
89,0,0,0,"Potential date #3 is no racist hmmm... Her statement after that sounded a bit racist though
#DatemyfamilyZambia",2019-01-27 17:40:08,bsmbale,2019-01-27 17:40:08,2019-01-27,17:40:08,17,0.0,Neutral
90,0,0,0,"This Kennedy guy just made my Day. 
#AmunaWozunafromtheEast
#DatemyfamilyZambia.",2019-01-27 17:32:16,ElTommy12,2019-01-27 17:32:16,2019-01-27,17:32:16,17,0.0,Neutral
91,1,2,0,I'm here for Mary #datemyfamilyZambia,2019-01-27 00:06:11,suechintu,2019-01-27 00:06:11,2019-01-27,00:06:11,0,0.0,Neutral
92,2,0,0,#datemyfamilyZambia https://twitter.com/RobertoZambia/status/1087987464625684480 …,2019-01-26 23:38:55,suechintu,2019-01-26 23:38:55,2019-01-26,23:38:55,23,0.0,Neutral
93,18,0,5,"Fact check 

After hearing that zed up will be left out slap pinned someone to the wall to add our own r will be performing in c in S. A ....
 That's was being genius and E responded sooner than expected now it's rise and shine.. 
Who made this 
#ZedTwitter #datemyfamilyZambia",2019-01-26 11:06:46,princesimus,2019-01-26 11:06:46,2019-01-26,11:06:46,11,0.16666666666666666,Positive
94,1,1,0," I agree! At 38 you definately should be over that, its difficult to take a man who dresses like that seriously but you can still be diplomatic about how you say it. No need to offend if you don't have to #datemyfamilyZambia",2019-01-26 05:23:38,Idylic_Lonsome,2019-01-26 05:23:38,2019-01-26,05:23:38,5,-0.41666666666666663,Negative
95,0,0,0,#datemyfamilyzambia is at its best when they're not taking the whole match making thing seriously.,2019-01-25 20:59:55,mr_siame,2019-01-25 20:59:55,2019-01-25,20:59:55,20,0.2888888888888889,Positive
96,1,0,0,"Wait... Isn't that Mary from yesterday's episode of #DatemyfamilyZambia In #Zuba? The one who was sitting on the bench with her boyfriend ku ma last, lol... shes an actor kanshi?",2019-01-25 18:32:10,kizziemajor,2019-01-25 18:32:10,2019-01-25,18:32:10,18,0.4,Positive
97,0,0,1,"Girl, Natalie!!! What did straight caps do to you??????
#DateMyFamilyZambia",2019-01-25 16:25:02,lmana_v,2019-01-25 16:25:02,2019-01-25,16:25:02,16,0.2,Positive
98,0,0,0,"I knew he would pick the 3rd family 
Those hugs weren't free 
#DateMyFamilyZambia",2019-01-25 16:22:36,lmana_v,2019-01-25 16:22:36,2019-01-25,16:22:36,16,0.2,Positive
99,2,0,0,"That grey makeup comment 
#DateMyFamilyZambia",2019-01-25 16:21:23,lmana_v,2019-01-25 16:21:23,2019-01-25,16:21:23,16,-0.05,Negative
100,4,2,0,He looks “Femiliar” #DateMyFamilyZambia,2019-01-25 16:11:34,kingwavy95,2019-01-25 16:11:34,2019-01-25,16:11:34,16,0.0,Neutral
101,9,0,0,"I'm re-watching #DatemyfamilyZambia and guys, it is still hilarious",2019-01-25 16:10:01,AnnieMungu,2019-01-25 16:10:01,2019-01-25,16:10:01,16,0.5,Positive
102,0,0,0,So that bleaching comment was for whom? #Zedtwitter is savage #DateMyFamilyZambia,2019-01-25 16:09:17,lmana_v,2019-01-25 16:09:17,2019-01-25,16:09:17,16,0.0,Neutral
103,0,0,1,"I'm waiting to see if that plate is returned
#DatemyfamilyZambia",2019-01-25 15:54:28,lmana_v,2019-01-25 15:54:28,2019-01-25,15:54:28,15,0.0,Neutral
104,0,0,0,"Ati  alikwata utubana tutatu

#DatemyfamilyZambia",2019-01-25 15:52:23,lmana_v,2019-01-25 15:52:23,2019-01-25,15:52:23,15,0.0,Neutral
105,1,1,0,"Watching a rerun of yesterday's episode
Funti noooo
But Neville is a good sight
#DatemyfamilyZambia",2019-01-25 15:50:57,lmana_v,2019-01-25 15:50:57,2019-01-25,15:50:57,15,0.7,Positive
106,1,1,0,Is there anyone watching the repeat as well  #DateMyFamilyZambia,2019-01-25 15:48:29,robenda_chewe,2019-01-25 15:48:29,2019-01-25,15:48:29,15,0.0,Neutral
107,5,1,0,Florence: I’m Studying.....at “Hevelyn Horny” #DateMyFamilyZambia,2019-01-25 15:45:43,kingwavy95,2019-01-25 15:45:43,2019-01-25,15:45:43,15,0.0,Neutral
108,3,1,0,"Let’s just take a moment to appreciate what FUNDI said “ If you drink anything,It means you can DO anyone!”Ayeee #DateMyFamilyZambia",2019-01-25 15:42:50,kingwavy95,2019-01-25 15:42:50,2019-01-25,15:42:50,15,0.0,Neutral
109,2,0,0,Wait.His been single all his life but his been in a partial marriage before??manThis just melted by brainChabashani pa Zambia kanshi #DateMyFamilyZambia,2019-01-25 15:36:20,kingwavy95,2019-01-25 15:36:20,2019-01-25,15:36:20,15,-0.08571428571428572,Negative
110,2,1,0,"Having so many local TV stations, kuli danger ya poor quality of content getting green lit or commissioned. 

I can't think of a really good show outside #DateMyFamilyZambia and #Zuba at the moment. 

Maybe the rest are poorly promoted? ",2019-01-25 12:55:24,jukeboxcadre,2019-01-25 12:55:24,2019-01-25,12:55:24,12,0.02857142857142855,Positive
111,2,0,0,#Datemyfamilyzambia https://twitter.com/PapiAyo_/status/1088533539090583557 …,2019-01-25 11:04:23,L5tito,2019-01-25 11:04:23,2019-01-25,11:04:23,11,0.0,Neutral
112,0,0,0,Ah guys it’s WILD  #DatemyfamilyZambia Mwamuna sa chepa  pic.twitter.com/03qKGZOuWr,2019-01-25 10:26:58,Oli_Pope,2019-01-25 10:26:58,2019-01-25,10:26:58,10,0.1,Positive
113,2,0,0,When you wear a G-String can I call you a stripper? #datemyfamilyZambia #Funti,2019-01-25 08:54:21,patpami,2019-01-25 08:54:21,2019-01-25,08:54:21,8,0.0,Neutral
114,2,0,0,"#DateMyFamilyZambia ""I'm taller than rough kid"" - Funti K",2019-01-25 08:30:52,MyNameIsBravie,2019-01-25 08:30:52,2019-01-25,08:30:52,8,-0.1,Negative
115,2,0,0,Hate to be hypebeast but #DatemyfamilyZambia was hilarious last night.,2019-01-25 08:14:08,blistic_1,2019-01-25 08:14:08,2019-01-25,08:14:08,8,-0.10000000000000002,Negative
116,2,2,0,"so if Mary doesn't drink or associate with worldly things, getting dicked down doesn't count?  #DatemyfamilyZambia",2019-01-25 07:50:27,chipomut,2019-01-25 07:50:27,2019-01-25,07:50:27,7,-0.15555555555555559,Negative
117,1,1,0,"Kennedy: Ninebo mbuya wenu.

@zambezimagictv : I'm your tribal grandparent.

Me: ‍
#DMFZ #DatemyfamilyZambia",2019-01-25 07:23:55,KabambaBupe,2019-01-25 07:23:55,2019-01-25,07:23:55,7,0.0,Neutral
118,1,1,0,#datemyfamilyZambia was way better... ,2019-01-25 06:48:16,Maa_rla,2019-01-25 06:48:16,2019-01-25,06:48:16,6,0.5,Positive
119,0,0,1,"#DatemyfamilyZambia
Her: I have been with tall guys and short guys.
Me : Been?! Beeeeeen?! pic.twitter.com/CAaEuOUmxv",2019-01-25 05:20:49,brytonmunwa,2019-01-25 05:20:49,2019-01-25,05:20:49,5,0.0,Neutral
120,2,1,0,"...so in other words, the Funti guy was rejected too.
#datemyfamilyzambia pic.twitter.com/SLueZ0O9mi",2019-01-25 05:12:59,maymphande,2019-01-25 05:12:59,2019-01-25,05:12:59,5,-0.125,Negative
121,0,0,0,Everyone is a funti #DatemyfamilyZambia,2019-01-25 04:49:07,nixonkb,2019-01-25 04:49:07,2019-01-25,04:49:07,4,0.0,Neutral
122,0,0,0,"Mary umwaume alefwaika , nangu  mutali,umwipi,nangu Chile ma, nimalonda nangu cleaner chikulu akeshyako aka nono pa nganda!! #DatemyfamilyZambia",2019-01-25 04:13:50,LupsLuzz,2019-01-25 04:13:50,2019-01-25,04:13:50,4,0.0,Neutral
123,0,1,0,Uletamba #datemyfamilyzambia ‍,2019-01-25 04:10:49,Purple_berry87,2019-01-25 04:10:49,2019-01-25,04:10:49,4,0.0,Neutral
124,1,2,0,Where can I watch #datemyfamilyzambia please I have been looking since the first episode ,2019-01-25 04:07:55,stassha098,2019-01-25 04:07:55,2019-01-25,04:07:55,4,0.25,Positive
