,likes,replies,retweets,text,timestamp,user,time_date,date,time,hour,Sentiment,SentimentClass
37,3,0,1,"Ati she is a fallen angel 

Bane lets buy dictionaries
#DateMyFamilyZambia",2019-02-03 17:41:59,BandaCB12,2019-02-03 17:41:59,2019-02-03,17:41:59,17,0.0,Neutral
38,0,0,0,#datemyfamilyzambia ,2019-02-03 17:21:51,roy1shawa,2019-02-03 17:21:51,2019-02-03,17:21:51,17,0.0,Neutral
39,1,0,0,#datemyfamilyzambia,2019-02-03 11:10:39,MwansaHappy,2019-02-03 11:10:39,2019-02-03,11:10:39,11,0.0,Neutral
40,3,0,1,"Are looking women for Date
CLICK THIS LINK BELOW
ONLY 18+ 
http://datelocalwoman.com/?u=m4dpae3&o=fmf0av7&m=1 …
#DatingInRealLife #date_a_live #DatingTips #DatingSiMonth #datemyfamilyZambia #sexpartner",2019-02-03 05:56:02,babuBDSM,2019-02-03 05:56:02,2019-02-03,05:56:02,5,0.0,Neutral
41,6,0,0,Mama the same people that'd labelled #lusakahustle a shitty show when it first aired are here. Mama they're now ranting and raving about thighs There's only one reality show worthy of my time and that is #DatemyfamilyZambia the rest kwwf,2019-02-02 20:15:13,Lillymwaba,2019-02-02 20:15:13,2019-02-02,20:15:13,20,0.13666666666666666,Positive
42,3,1,0,How about circlutaing? Next she will be asking for #DateMyFamilyZambia to be axed for promoting promiscuity #Thighgate #LusakaHustle @luchi7https://twitter.com/lusakatimes/status/1091678798041530368 …,2019-02-02 15:11:40,patpami,2019-02-02 15:11:40,2019-02-02,15:11:40,15,0.0,Neutral
43,0,0,0,#datemyfamilyzambia,2019-02-02 11:26:39,mboziarnold,2019-02-02 11:26:39,2019-02-02,11:26:39,11,0.0,Neutral
44,7,1,2,Dear @MTN_Zambia these agents that you’re giving licenses to operate ma Mobile Money booths are refusing our voucher transactions because of their profits. Pls RT #datemyfamilyzambia #Lusakahustle,2019-02-02 10:21:16,KatapaJoseph,2019-02-02 10:21:16,2019-02-02,10:21:16,10,0.0,Neutral
45,30,1,2,"My dad just texted telling me Tabeni was on #DateMyFamilyZambia Please, I don’t know her pic.twitter.com/rgJ2KoWfFG",2019-02-01 16:39:12,lovejadenbiebsx,2019-02-01 16:39:12,2019-02-01,16:39:12,16,0.0,Neutral
46,4,0,0,Elliot was cute until he opened his mouth #datemyfamilyZambia,2019-02-01 16:15:13,101_Sashi,2019-02-01 16:15:13,2019-02-01,16:15:13,16,0.5,Positive
47,5,0,1,#datemyfamilyZambia https://twitter.com/machiyadaniel/status/1091218626462523392 …,2019-02-01 15:52:21,Namutenga1,2019-02-01 15:52:21,2019-02-01,15:52:21,15,0.0,Neutral
48,1,0,0,Maybe age is just a number...maybe not...#datemyfamilyZambia,2019-02-01 13:51:21,dave_th3god,2019-02-01 13:51:21,2019-02-01,13:51:21,13,0.0,Neutral
49,9,0,2,"""I bought a cake for a girl on her birthday."" #DateMyFamilyZambia https://twitter.com/faizlynroslen/status/1091279556479086593 …",2019-02-01 10:46:43,Mr_Nakalonga,2019-02-01 10:46:43,2019-02-01,10:46:43,10,0.0,Neutral
50,1,0,0,I'm looking for tabenis handle #DateMyFamilyZambia,2019-02-01 10:08:35,suwi___,2019-02-01 10:08:35,2019-02-01,10:08:35,10,0.0,Neutral
51,2,0,0,"Mapalo and Doris are cute together 
#DateMyFamilyZambia",2019-02-01 05:57:16,Pearl_ChuChu,2019-02-01 05:57:16,2019-02-01,05:57:16,5,0.5,Positive
52,4,0,1,"Elliot's family is weird... 
They say their brother has dated 3 girls. Doris says she's 21 and has dated 2 guys and they are shocked, to them it's unbelievable...  I don't understand 
#datemyfamilyZambia",2019-02-01 05:52:10,namakau23,2019-02-01 05:52:10,2019-02-01,05:52:10,5,-0.48333333333333334,Negative
53,0,0,1,Wow! It' is what it is #DateMyFamilyZambia,2019-02-01 05:40:39,harrisonmbewe14,2019-02-01 05:40:39,2019-02-01,05:40:39,5,0.125,Positive
54,9,0,1,#datemyfamilyzambia pic.twitter.com/40xFRx2iDJ,2019-02-01 05:25:41,YamfwamangalaYm,2019-02-01 05:25:41,2019-02-01,05:25:41,5,0.0,Neutral
55,3,0,2," ah K star’s contribution to #datemyfamilyZambia is underated,ati you skeem he felt laka",2019-02-25 19:41:01,hilarydtp,2019-02-25 19:41:01,2019-02-25,19:41:01,19,0.0,Neutral
56,0,1,0,So this is the Mumba from #DatemyfamilyZambia wow @KasaziLungu has competition for crush number 1 spot ,2019-02-25 09:04:51,Mubajnr,2019-02-25 09:04:51,2019-02-25,09:04:51,9,0.1,Positive
57,2,2,0,"My name wasn’t mentioned to answer that but let me reassure you that as grown as you think you are none of you qualifies to answer the stated question because some us are not even gonna make it on the heaven list so let’s not talk about it all,try #DateMyFamilyZambia ",2019-02-25 06:17:34,GChutu,2019-02-25 06:17:34,2019-02-25,06:17:34,6,0.0,Neutral
58,7,1,0,"So I caught the repeat of #datemyfamilyzambia 
I see what y'all was talking about now.  pic.twitter.com/SJx1CYa02d",2019-02-24 17:34:27,TheNameIsZondo,2019-02-24 17:34:27,2019-02-24,17:34:27,17,0.0,Neutral
59,5,3,1,"Mumba: what if I was like a girl with a high body count?

*In my heart* Me: Firstly, are you a girl with a high body count? Cause i totally understand it, and it wouldn't bother me
#datemyfamilyzambia",2019-02-24 11:05:57,Samm_Sid,2019-02-24 11:05:57,2019-02-24,11:05:57,11,0.14250000000000002,Positive
60,1,0,0,Finally watching #DateMyFamilyZambia ,2019-02-23 13:03:16,somesay_bangi,2019-02-23 13:03:16,2019-02-23,13:03:16,13,0.0,Neutral
61,0,0,0,#datemyfamilyzambia That mumba girl and that guy didn't suit.,2019-02-23 11:15:36,ChiseMuzo,2019-02-23 11:15:36,2019-02-23,11:15:36,11,0.0,Neutral
62,0,0,0,#datemyfamilyzambia,2019-02-23 10:46:40,MbiliBishop,2019-02-23 10:46:40,2019-02-23,10:46:40,10,0.0,Neutral
63,1,0,0,Finally got to watch that #datemyfamilyZambia episode that has the much spoken of 'Mumba'. But did she really ask that sex question to the guy's family. Ummmm,2019-02-23 06:37:51,remmymilambo,2019-02-23 06:37:51,2019-02-23,06:37:51,6,0.13333333333333333,Positive
64,0,0,0,#datemyfamilyZambia what’s your Friday feeling?,2019-02-22 17:13:13,jimmysamanenga,2019-02-22 17:13:13,2019-02-22,17:13:13,17,0.0,Neutral
65,0,1,0,"@FaithAlakas  I've watched repeat ya #DateMyFamilyZambia  
Finally",2019-02-22 16:32:36,CletusMusamvu,2019-02-22 16:32:36,2019-02-22,16:32:36,16,0.0,Neutral
66,0,0,0,"Just catching up on the episode of #DateMyFamilyZambia and I am learning new things.

Criminology 
Livingstone University",2019-02-22 16:02:14,Jonsian7,2019-02-22 16:02:14,2019-02-22,16:02:14,16,0.36818181818181817,Positive
67,4,0,0,Just Staring at Mumba's smile is better than having sex. #mumba #datemyfamilyZambia  pic.twitter.com/0UHGosaELB,2019-02-22 12:15:22,XangaMataka,2019-02-22 12:15:22,2019-02-22,12:15:22,12,0.4,Positive
68,0,0,0,"How many feel watching one episode of #DateMyFamilyZambia per week isn't enough.

How do you feel about #live #datemyfamilyZedtwitter",2019-02-22 11:37:35,TheZedplug,2019-02-22 11:37:35,2019-02-22,11:37:35,11,0.21212121212121213,Positive
69,4,0,0," need to be on #datemyfamilyZambia might get some exposure as well.
Batizibeko naise",2019-02-22 10:48:18,CloutDracula_,2019-02-22 10:48:18,2019-02-22,10:48:18,10,0.0,Neutral
70,0,0,0,"For those still looking for Mumba,I have found her  Her handle is @MumbaChipo2 #DateMyFamilyZambia",2019-02-22 09:57:48,LaBabyScientist,2019-02-22 09:57:48,2019-02-22,09:57:48,9,0.0,Neutral
71,2,0,1,"@MomoYasa 

We would just like to thank this woman for helping us locate the lovely Mumba from #datemyfamilyZambia . Your country stands with you ",2019-02-22 09:48:08,EvertonIlunga,2019-02-22 09:48:08,2019-02-22,09:48:08,9,0.5,Positive
72,2,0,0,#datemyfamilyzambia  pic.twitter.com/GgyZvvY8vH,2019-02-22 07:35:47,mukemu_mulenga,2019-02-22 07:35:47,2019-02-22,07:35:47,7,0.0,Neutral
73,2,0,0,There's a lot of Boys in Mumbas yard right now #datemyfamilyZambia,2019-02-22 05:35:30,SimonEric13,2019-02-22 05:35:30,2019-02-22,05:35:30,5,0.2857142857142857,Positive
74,2,2,0,I missed #datemyfamilyZambia because my ass slept at 5pm and woke up today at 5am when is the repeat guys?,2019-02-22 05:24:21,Thee_Lioness97,2019-02-22 05:24:21,2019-02-22,05:24:21,5,0.0,Neutral
75,0,0,0,#datemyfamilyZambia we have arrived ,2019-02-22 04:30:05,Dowjones5,2019-02-22 04:30:05,2019-02-22,04:30:05,4,0.0,Neutral
76,4,0,0,Mumba I'm glad the show was a success...but your dad is buying a shotgun #datemyfamilyzambia,2019-02-22 04:08:44,Mwizanso1,2019-02-22 04:08:44,2019-02-22,04:08:44,4,0.5,Positive
77,0,0,0,Catching the repeat of #datemyfamilyZambia,2019-01-05 13:10:44,ToxiqOfficial,2019-01-05 13:10:44,2019-01-05,13:10:44,13,0.6,Positive
78,0,0,0,I am so over #DatemyFamilyZambia.The whole thing is just staged.its sooooo boring,2019-01-05 11:37:38,Kayjerom,2019-01-05 11:37:38,2019-01-05,11:37:38,11,-0.4,Negative
79,0,0,0,So I'm a Mum and I am basically lame and totally out of touch with the latest fashion. But...What is the lady from the second family wearing? #datemyfamilyZambia #Zambia,2019-01-05 06:37:56,Idylic_Lonsome,2019-01-05 06:37:56,2019-01-05,06:37:56,6,0.0,Neutral
80,0,0,0,"Ba Nathan ati ""you have missed out on a chance to get a banker in your life""  dude, you need more substance than this in your life #datemyfamilyZambia #Zambezimagic @zambezimagictv",2019-01-05 06:37:56,Idylic_Lonsome,2019-01-05 06:37:56,2019-01-05,06:37:56,6,0.5,Positive
81,4,0,3,"Surely this light skin obsession can't be strictly a #datemyfamilyZambia thing.

These people come from our communities. I guess that's how a lot of people actually think off camera.

It could explain the rise in the number of skin bleaching victims we see everyday.",2019-01-04 16:55:49,ShaniApo,2019-01-04 16:55:49,2019-01-04,16:55:49,16,0.175,Positive
82,0,1,0,I'm so glad Nathan is still looking #DateMyFamilyZambia,2019-01-04 16:22:33,tallzedgirl,2019-01-04 16:22:33,2019-01-04,16:22:33,16,0.5,Positive
83,1,0,0,This last family is the family I don’t need near me. #datemyfamilyZambia,2019-01-04 16:19:19,musondaholland,2019-01-04 16:19:19,2019-01-04,16:19:19,16,0.05,Positive
84,1,0,0,"Race na religion fya palana lelo
#DateMyFamilyZambia",2019-01-04 16:17:14,MwivwanajiS,2019-01-04 16:17:14,2019-01-04,16:17:14,16,0.0,Neutral
85,0,0,0,Mmm kwa Nathan iya iyi #datemyfamilyzambia,2019-01-04 16:16:03,kayla_yombwe,2019-01-04 16:16:03,2019-01-04,16:16:03,16,0.0,Neutral
86,0,0,0,Gosh I like this girl #DateMyFamilyZambia,2019-01-04 16:03:17,musondaholland,2019-01-04 16:03:17,2019-01-04,16:03:17,16,0.0,Neutral
87,1,1,0,@ChiluLemba sooo is this #datemyfamilyZambia on catchup???  Never seems to work for me!! And @DStvZambia NEVER RESPOND.,2019-01-04 16:03:10,RainbowGirl_C,2019-01-04 16:03:10,2019-01-04,16:03:10,16,0.0,Neutral
88,0,0,0,Vanessa is filling that fork ehhh #datemyfamilyzambia. She's not even playing,2019-01-04 12:28:08,Shanita_Claudia,2019-01-04 12:28:08,2019-01-04,12:28:08,12,0.0,Neutral
89,3,0,0,"Yesterday's #datemyfamilyzambia was boring. The people were too sensible, you need some idiots in the mix.",2019-01-04 08:39:55,mr_siame,2019-01-04 08:39:55,2019-01-04,08:39:55,8,-0.9,Negative
90,0,0,0,"I'm convinced some guy behind the camera keeps asking everyone what their ""names"" are. #DateMyFamilyZambia",2019-01-04 06:57:19,mr_siame,2019-01-04 06:57:19,2019-01-04,06:57:19,6,-0.4,Negative
91,0,0,0,"""Verbal diarrhoea"" ?? 
#datemyfamilyzambia",2019-01-04 05:54:59,Maa_rla,2019-01-04 05:54:59,2019-01-04,05:54:59,5,0.0,Neutral
92,5,1,0,"Yoh. That guy really said “You missed out on a chance to date a banker for once in your life” 
I’m still laughing #DateMyFamilyZambia",2019-01-03 21:19:20,fleurdelotusss,2019-01-03 21:19:20,2019-01-03,21:19:20,21,0.2,Positive
93,2,0,0,"The third family though, theres just something.

#datemyfamilyzambia",2019-01-03 21:13:13,Xhabo101,2019-01-03 21:13:13,2019-01-03,21:13:13,21,0.0,Neutral
94,1,0,0,#datemyfamilyzambia,2019-01-03 21:11:20,Jam3sOmet,2019-01-03 21:11:20,2019-01-03,21:11:20,21,0.0,Neutral
95,4,1,0,"If you're not dating for love then what are you dating for?
#datemyfamilyzambia",2019-01-03 20:50:25,Pepper_Nonie,2019-01-03 20:50:25,2019-01-03,20:50:25,20,0.5,Positive
96,0,0,0,When #zedtwitter doesn't understand that you mean she is the epitome of beauty #datemyfamilyzambia  pic.twitter.com/NhA2Dr1FPn,2019-01-03 20:46:26,TasTembo,2019-01-03 20:46:26,2019-01-03,20:46:26,20,-0.3125,Negative
97,15,0,2,"Vanessa is honestly out of these guys league.
#datemyfamilyzambia",2019-01-03 20:41:12,NdanjiZoe,2019-01-03 20:41:12,2019-01-03,20:41:12,20,0.6,Positive
98,0,0,0,I remember Lusungu DJ’ing @ the Yard  #DateMyFamilyZambia,2019-01-03 20:40:19,African_Gent,2019-01-03 20:40:19,2019-01-03,20:40:19,20,0.0,Neutral
99,25,3,1,ladies if you marry into a nathan kind of family wafwa walema..his the type the leaves a signature mu buga & locks up groceries ku master bedroom filya so biliware  #datemyfamilyzambia,2019-01-03 20:39:51,kuxthedon,2019-01-03 20:39:51,2019-01-03,20:39:51,20,0.6,Positive
100,0,0,0,That is what he was trying to say but he messed up. I feel for the dude. I thought he had hope but alas lol #datemyfamilyzambia,2019-01-03 20:39:42,JohnTembo1982,2019-01-03 20:39:42,2019-01-03,20:39:42,20,0.2,Positive
101,0,0,0,Lol #DateMyFamilyZambia is a problem.,2019-01-03 20:36:42,oldmanlungu,2019-01-03 20:36:42,2019-01-03,20:36:42,20,0.8,Positive
102,4,1,0,"Second dude was friendzoned so hard! I think he was super nervous on the date and talked a little too much trying to impress the girl but ended up producing an entirely different result. 
#datemyfamilyzambia",2019-01-03 20:33:39,JohnTembo1982,2019-01-03 20:33:39,2019-01-03,20:33:39,20,-0.0031250000000000075,Negative
103,0,0,0,#DateMyFamilyZambia is trending... woodlands what cutting yo.....,2019-01-03 20:32:34,amthejaycee,2019-01-03 20:32:34,2019-01-03,20:32:34,20,-0.6,Negative
104,10,0,1,"When a girl likes you or picked you in this case, Don't say nothing stupid #DateMyFamilyZambia",2019-01-03 20:31:47,Joeshup1,2019-01-03 20:31:47,2019-01-03,20:31:47,20,-0.7999999999999999,Negative
105,8,1,1,"#datemyfamilyzambia 

Girl: You don't believe in dating for love 
Guy : No  I believe in dating for Knowledge pic.twitter.com/qTbCHEyfC4",2019-01-03 20:30:26,BraveMutima,2019-01-03 20:30:26,2019-01-03,20:30:26,20,0.5,Positive
106,1,0,0,"She wants to fix Lusungu .
#datemyfamilyzambia",2019-01-03 20:29:50,PichichiWasa,2019-01-03 20:29:50,2019-01-03,20:29:50,20,0.2,Positive
107,12,2,3,Did anyone else catch that Nathan said he wanted a Christian girl because he couldn’t date a girl of another RACE? #DMFZambia #DateMyFamilyZambia,2019-01-03 20:29:08,MsRettaLi,2019-01-03 20:29:08,2019-01-03,20:29:08,20,0.0,Neutral
108,2,0,0,"Someone to send Lusungu ""friendzone"" by Tsean cause the brother is headed in that direction #datemyfamilyzambia",2019-01-03 20:28:30,Lillymwaba,2019-01-03 20:28:30,2019-01-03,20:28:30,20,0.0,Neutral
109,2,0,0,"Vanessa why! 

#datemyfamilyzambia",2019-01-03 20:28:24,ZambeziMagazine,2019-01-03 20:28:24,2019-01-03,20:28:24,20,0.0,Neutral
110,47,2,8,Guys what's so special about being a banker? #Datemyfamilyzambia pic.twitter.com/a10U83eyGi,2019-01-03 20:28:16,Petermwansa15,2019-01-03 20:28:16,2019-01-03,20:28:16,20,0.35714285714285715,Positive
111,1,0,0,"#DateMyFamilyZambia Lulu and Vanessa is a NO.Vannessa deserves better,ba Zambezi your selection really bad.",2019-01-03 20:28:11,Nkchiti,2019-01-03 20:28:11,2019-01-03,20:28:11,20,-0.6999999999999998,Negative
112,4,0,1,Vanessa please come tell us how far this went #DateMyFamilyZambia,2019-01-03 20:27:04,mzz_martha,2019-01-03 20:27:04,2019-01-03,20:27:04,20,0.1,Positive
113,6,0,1,"Verbal diarrhea, I see it now!
#DateMyFamilyZambia",2019-01-03 20:26:24,Miss_Muya,2019-01-03 20:26:24,2019-01-03,20:26:24,20,0.0,Neutral
114,3,0,1,I think she Picked the manager in this dude manje disappointed #datemyfamilyzambia,2019-01-03 20:26:21,MuzyambaNancy,2019-01-03 20:26:21,2019-01-03,20:26:21,20,-0.75,Negative
115,5,0,1,This Girl is Sharp. #datemyfamilyzambia,2019-01-03 20:26:19,Kabwe_GS,2019-01-03 20:26:19,2019-01-03,20:26:19,20,-0.125,Negative
116,0,0,0,Dj lulu ati you look like black chyna  #datemyfamilyzambia,2019-01-03 20:26:10,ThomasMabwe,2019-01-03 20:26:10,2019-01-03,20:26:10,20,-0.16666666666666666,Negative
117,9,0,2,"First time I'm hearing of this ""Dating someone for knowledge."" Somebody enlighten me on this subject matter.

You can't read a book olo what?

#DateMyFamilyZambia
#DMFZambia",2019-01-03 20:26:02,Tuttie_S,2019-01-03 20:26:02,2019-01-03,20:26:02,20,0.04166666666666667,Positive
118,3,0,0,He is awkward. Damnnnnnnnnnnnnnnn brother you done messed up #datemyfamilyzambia,2019-01-03 20:25:55,Prince1Mukwe,2019-01-03 20:25:55,2019-01-03,20:25:55,20,-0.6,Negative
119,5,0,0,But ba Lusungu ala mxxm #datemyfamilyZambia,2019-01-03 20:25:22,Wanda_why96,2019-01-03 20:25:22,2019-01-03,20:25:22,20,0.0,Neutral
120,6,0,1,"Lusungu thinks the date is going well... Poor guy...
#datemyfamilyzambia",2019-01-03 20:25:21,TobeyMcfrost,2019-01-03 20:25:21,2019-01-03,20:25:21,20,-0.4,Negative
121,3,0,1,No second date for Vanessa & Lusungu #DateMyFamilyZambia,2019-01-03 20:25:18,_Kapika_,2019-01-03 20:25:18,2019-01-03,20:25:18,20,0.0,Neutral
122,12,1,0,I really thought she'd pick Mwayi because the rest iyayi #datemyfamilyzambia,2019-01-03 20:24:52,Mizz_Bwalya,2019-01-03 20:24:52,2019-01-03,20:24:52,20,0.2,Positive
123,0,1,0,Tjo ati verbal mumala futi...   #datemyfamilyzambia pic.twitter.com/DWitB7cm9p,2019-01-03 20:24:39,NsanguJtLungu,2019-01-03 20:24:39,2019-01-03,20:24:39,20,0.0,Neutral
124,4,2,1,"Dating for knowledge 
Oh okay ...#datemyfamilyzambia",2019-01-03 20:24:38,Ndizol,2019-01-03 20:24:38,2019-01-03,20:24:38,20,0.5,Positive
125,3,0,1,I think she chose this guy cause of the food  #DateMyFamilyZambia,2019-01-03 20:24:31,M_Deliciouss,2019-01-03 20:24:31,2019-01-03,20:24:31,20,0.0,Neutral
